symbol,sector,industry,exchange,market_cap_B
INTA,Technology,Software - Application,NMS,3.26
EEFT,Technology,Software - Infrastructure,NMS,3.26
BL,Technology,Software - Application,NMS,3.25
CNTA,Healthcare,Biotechnology,NMS,3.24
BLTE,Healthcare,Biotechnology,NCM,3.24
FBP,Financial Services,Banks - Regional,NYQ,3.24
PRM,Basic Materials,Specialty Chemicals,NYQ,3.23
RARE,Healthcare,Biotechnology,NMS,3.23
GRAL,Healthcare,Diagnostics & Research,NMS,3.22
TGNA,Communication Services,Broadcasting,NYQ,3.22
CHA,Consumer Cyclical,Restaurants,NMS,3.22
CATY,Financial Services,Banks - Regional,NMS,3.21
SMG,Basic Materials,Agricultural Inputs,NYQ,3.2
SEB,Industrials,Conglomerates,ASE,3.2
HTGC,Financial Services,Asset Management,NYQ,3.2
IRON,Healthcare,Biotechnology,NGM,3.2
PRVA,Healthcare,Health Information Services,NMS,3.19
PTON,Consumer Cyclical,Leisure,NMS,3.19
AVA,Utilities,Utilities - Diversified,NYQ,3.18
ASO,Consumer Cyclical,Specialty Retail,NMS,3.18
MGEE,Utilities,Utilities - Regulated Electric,NMS,3.17
HTFL,Healthcare,Health Information Services,NMS,3.16
AVPT,Technology,Software - Infrastructure,NMS,3.16
BLKB,Technology,Software - Application,NMS,3.16
BRSL,Consumer Cyclical,Gambling,NYQ,3.15
BXMT,Real Estate,REIT - Mortgage,NYQ,3.15
INDV,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,3.14
MANU,Communication Services,Entertainment,NYQ,3.14
XENE,Healthcare,Biotechnology,NGM,3.14
BBU,Industrials,Conglomerates,NYQ,3.13
BRZE,Technology,Software - Application,NMS,3.12
ATHM,Communication Services,Internet Content & Information,NYQ,3.12
HAFN,Industrials,Marine Shipping,NYQ,3.11
KGS,Energy,Oil & Gas Equipment & Services,NYQ,3.1
ENVA,Financial Services,Credit Services,NYQ,3.1
IPAR,Consumer Defensive,Household & Personal Products,NMS,3.1
CPK,Utilities,Utilities - Regulated Gas,NYQ,3.1
MLYS,Healthcare,Biotechnology,NMS,3.1
ZLAB,Healthcare,Biotechnology,NGM,3.09
TNET,Industrials,Staffing & Employment Services,NYQ,3.08
MPW,Real Estate,REIT - Healthcare Facilities,NYQ,3.08
STNG,Energy,Oil & Gas Midstream,NYQ,3.08
KYIV,Communication Services,Telecom Services,NMS,3.08
BBAI,Technology,Information Technology Services,NYQ,3.08
SBCF,Financial Services,Banks - Regional,NMS,3.07
FHB,Financial Services,Banks - Regional,NMS,3.07
APAM,Financial Services,Asset Management,NYQ,3.07
JOYY,Communication Services,Internet Content & Information,NMS,3.07
VIAV,Technology,Communication Equipment,NMS,3.07
PBH,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ,3.06
CSQ,Financial Services,Asset Management,NGM,3.06
ICUI,Healthcare,Medical Instruments & Supplies,NMS,3.05
CNK,Communication Services,Entertainment,NYQ,3.04
PLMR,Financial Services,Insurance - Property & Casualty,NMS,3.03
NCNO,Technology,Software - Application,NMS,3.02
CBU,Financial Services,Banks - Regional,NYQ,3.02
MCHB,Financial Services,Banks - Regional,NMS,3.02
CAAP,Industrials,Airports & Air Services,NYQ,3.01
CELC,Healthcare,Biotechnology,NCM,3.01
WSBC,Financial Services,Banks - Regional,NMS,3.01
EE,Energy,Oil & Gas Midstream,NYQ,3.01
OUT,Real Estate,REIT - Specialty,NYQ,3.01
KMPR,Financial Services,Insurance - Property & Casualty,NYQ,3
LIVN,Healthcare,Medical Devices,NMS,3
NVTS,Technology,Semiconductors,NGM,3
UNF,Industrials,Specialty Business Services,NYQ,2.99
AVNT,Basic Materials,Specialty Chemicals,NYQ,2.99
BFH,Financial Services,Credit Services,NYQ,2.99
FBK,Financial Services,Banks - Regional,NYQ,2.98
AZZ,Industrials,Specialty Business Services,NYQ,2.97
REVG,Industrials,Farm & Heavy Construction Machinery,NYQ,2.97
GRBK,Consumer Cyclical,Residential Construction,NYQ,2.96
RLX,Consumer Defensive,Tobacco,NYQ,2.96
MATX,Industrials,Marine Shipping,NYQ,2.96
SUPN,Healthcare,Drug Manufacturers - Specialty & Generic,NGM,2.96
ARLP,Energy,Thermal Coal,NMS,2.96
RHI,Industrials,Staffing & Employment Services,NYQ,2.96
SXI,Industrials,Specialty Industrial Machinery,NYQ,2.96
JOE,Real Estate,Real Estate - Diversified,NYQ,2.96
PRGO,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ,2.95
CWT,Utilities,Utilities - Regulated Water,NYQ,2.95
VC,Consumer Cyclical,Auto Parts,NMS,2.94
WSFS,Financial Services,Banks - Regional,NMS,2.94
COLM,Consumer Cyclical,Apparel Manufacturing,NMS,2.94
AWR,Utilities,Utilities - Regulated Water,NYQ,2.93
CNXC,Technology,Information Technology Services,NMS,2.92
WD,Financial Services,Mortgage Finance,NYQ,2.92
SGRY,Healthcare,Medical Care Facilities,NMS,2.92
WOR,Industrials,Metal Fabrication,NYQ,2.91
GRND,Technology,Software - Application,NYQ,2.89
YETI,Consumer Cyclical,Leisure,NYQ,2.89
VCYT,Healthcare,Diagnostics & Research,NGM,2.89
GEF,Consumer Cyclical,Packaging & Containers,NYQ,2.89
KNSA,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,2.89
JPC,Financial Services,Asset Management,NYQ,2.88
CBZ,Industrials,Specialty Business Services,NYQ,2.88
CENX,Basic Materials,Aluminum,NMS,2.87
GENI,Communication Services,Internet Content & Information,NYQ,2.87
RXO,Industrials,Trucking,NYQ,2.87
LU,Financial Services,Credit Services,NYQ,2.86
NMIH,Financial Services,Insurance - Specialty,NGM,2.86
WU,Financial Services,Credit Services,NYQ,2.86
KAR,Consumer Cyclical,Auto & Truck Dealerships,NYQ,2.85
BKU,Financial Services,Banks - Regional,NYQ,2.85
TPH,Consumer Cyclical,Residential Construction,NYQ,2.85
BKE,Consumer Cyclical,Apparel Retail,NYQ,2.85
SRRK,Healthcare,Biotechnology,NMS,2.85
DGNX,Industrials,Consulting Services,NCM,2.84
MGNI,Communication Services,Advertising Agencies,NMS,2.84
USAC,Energy,Oil & Gas Equipment & Services,NYQ,2.83
LXP,Real Estate,REIT - Industrial,NYQ,2.83
BEAM,Healthcare,Biotechnology,NMS,2.83
WB,Communication Services,Internet Content & Information,NMS,2.82
MGRC,Industrials,Rental & Leasing Services,NMS,2.82
TGLS,Basic Materials,Building Materials,NYQ,2.82
BB,Technology,Software - Infrastructure,NYQ,2.82
EXG,Financial Services,Asset Management,NYQ,2.81
NATL,Technology,Software - Application,NYQ,2.81
AEO,Consumer Cyclical,Apparel Retail,NYQ,2.81
AKR,Real Estate,REIT - Retail,NYQ,2.81
ABM,Industrials,Specialty Business Services,NYQ,2.8
PAGS,Technology,Software - Infrastructure,NYQ,2.8
CAKE,Consumer Cyclical,Restaurants,NMS,2.8
EXTR,Technology,Communication Equipment,NMS,2.79
AUGO,Basic Materials,Gold,NMS,2.79
TTAM,Basic Materials,Building Materials,NYQ,2.79
TARS,Healthcare,Biotechnology,NMS,2.79
MTRN,Basic Materials,Other Industrial Metals & Mining,NYQ,2.79
PLBL,Consumer Cyclical,Department Stores,NGM,2.79
CMBT,Energy,Oil & Gas Midstream,NYQ,2.79
SYNA,Technology,Semiconductors,NMS,2.78
MEOH,Basic Materials,Chemicals,NMS,2.77
UE,Real Estate,REIT - Retail,NYQ,2.77
APLE,Real Estate,REIT - Hotel & Motel,NYQ,2.77
NAD,Financial Services,Asset Management,NYQ,2.77
OLN,Basic Materials,Chemicals,NYQ,2.76
ADX,Financial Services,Asset Management,NYQ,2.76
RNW,Utilities,Utilities - Renewable,NMS,2.75
NTLA,Healthcare,Biotechnology,NGM,2.75
ARX,Financial Services,Insurance Brokers,NYQ,2.74
TIC,Industrials,Specialty Business Services,NYQ,2.74
WDFC,Basic Materials,Specialty Chemicals,NMS,2.74
SBET,Consumer Cyclical,Gambling,NCM,2.74
BSM,Energy,Oil & Gas E&P,NYQ,2.74
BCC,Basic Materials,Lumber & Wood Production,NYQ,2.73
PRKS,Consumer Cyclical,Leisure,NYQ,2.73
GSHD,Financial Services,Insurance Brokers,NMS,2.72
IAC,Communication Services,Internet Content & Information,NMS,2.72
DEI,Real Estate,REIT - Office,NYQ,2.71
RNG,Technology,Software - Application,NYQ,2.71
AMSC,Industrials,Specialty Industrial Machinery,NMS,2.69
ACMR,Technology,Semiconductor Equipment & Materials,NGM,2.68
ENVX,Industrials,Electrical Equipment & Parts,NMS,2.68
CON,Healthcare,Medical Care Facilities,NYQ,2.68
USAR,Basic Materials,Other Industrial Metals & Mining,NGM,2.68
BHF,Financial Services,Insurance - Life,NMS,2.67
WHD,Energy,Oil & Gas Equipment & Services,NYQ,2.67
HCI,Financial Services,Insurance - Property & Casualty,NYQ,2.67
FOLD,Healthcare,Biotechnology,NGM,2.67
LBRT,Energy,Oil & Gas Equipment & Services,NYQ,2.66
TOWN,Financial Services,Banks - Regional,NMS,2.66
NVG,Financial Services,Asset Management,NYQ,2.66
VSCO,Consumer Cyclical,Apparel Retail,NYQ,2.66
ZGN,Consumer Cyclical,Apparel Manufacturing,NYQ,2.65
FLO,Consumer Defensive,Packaged Foods,NYQ,2.65
CPRI,Consumer Cyclical,Luxury Goods,NYQ,2.65
PTY,Financial Services,Asset Management,NYQ,2.65
DIOD,Technology,Semiconductors,NMS,2.65
HURN,Industrials,Consulting Services,NMS,2.65
FRPT,Consumer Defensive,Packaged Foods,NGM,2.64
BANC,Financial Services,Banks - Regional,NYQ,2.64
RXRX,Healthcare,Biotechnology,NMS,2.64
CIVI,Energy,Oil & Gas E&P,NYQ,2.64
HCM,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,2.63
GLOB,Technology,Information Technology Services,NYQ,2.63
ODD,Technology,Software - Infrastructure,NGM,2.63
ADPT,Healthcare,Biotechnology,NMS,2.62
ACLS,Technology,Semiconductor Equipment & Materials,NMS,2.62
CVBF,Financial Services,Banks - Regional,NMS,2.62
SEZL,Financial Services,Credit Services,NCM,2.62
ALVO,Healthcare,Drug Manufacturers - Specialty & Generic,NGM,2.62
XRAY,Healthcare,Medical Instruments & Supplies,NMS,2.62
ATS,Industrials,Specialty Industrial Machinery,NYQ,2.62
DAN,Consumer Cyclical,Auto Parts,NYQ,2.61
FUN,Consumer Cyclical,Leisure,NYQ,2.6
ONDS,Technology,Communication Equipment,NCM,2.6
SHOO,Consumer Cyclical,Footwear & Accessories,NMS,2.59
PENN,Consumer Cyclical,Resorts & Casinos,NMS,2.59
VNET,Technology,Information Technology Services,NMS,2.59
WRBY,Healthcare,Medical Instruments & Supplies,NYQ,2.59
SFNC,Financial Services,Banks - Regional,NMS,2.59
ALRM,Technology,Software - Application,NMS,2.58
CURB,Real Estate,REIT - Retail,NYQ,2.58
BBUC,Financial Services,Asset Management,NYQ,2.57
CPRX,Healthcare,Biotechnology,NCM,2.57
IDYA,Healthcare,Biotechnology,NMS,2.56
PRK,Financial Services,Banks - Regional,ASE,2.56
FCPT,Real Estate,REIT - Retail,NYQ,2.56
HP,Energy,Oil & Gas Drilling,NYQ,2.55
PTEN,Energy,Oil & Gas Drilling,NMS,2.55
BITF,Financial Services,Capital Markets,NGM,2.55
ITGR,Healthcare,Medical Devices,NYQ,2.55
BOH,Financial Services,Banks - Regional,NYQ,2.54
XMTR,Industrials,Industrial Distribution,NMS,2.53
DNN,Energy,Uranium,ASE,2.53
AGIO,Healthcare,Biotechnology,NMS,2.52
PPTA,Basic Materials,Other Precious Metals & Mining,NCM,2.51
FSM,Basic Materials,Gold,NYQ,2.51
DRVN,Consumer Cyclical,Auto & Truck Dealerships,NMS,2.51
FA,Industrials,Specialty Business Services,NMS,2.5
TVTX,Healthcare,Biotechnology,NGM,2.5
PFS,Financial Services,Banks - Regional,NYQ,2.48
KNTK,Energy,Oil & Gas Midstream,NYQ,2.48
ALKT,Technology,Software - Application,NMS,2.48
ETY,Financial Services,Asset Management,NYQ,2.47
SAM,Consumer Defensive,Beverages - Brewers,NYQ,2.47
HAE,Healthcare,Medical Devices,NYQ,2.47
HG,Financial Services,Insurance - Reinsurance,NYQ,2.46
ABR,Real Estate,REIT - Mortgage,NYQ,2.46
AI,Technology,Software - Infrastructure,NYQ,2.46
CLVT,Technology,Information Technology Services,NYQ,2.45
GEO,Industrials,Security & Protection Services,NYQ,2.44
INOD,Technology,Information Technology Services,NGM,2.44
VAC,Consumer Cyclical,Resorts & Casinos,NYQ,2.44
TDW,Energy,Oil & Gas Equipment & Services,NYQ,2.44
DYN,Healthcare,Biotechnology,NMS,2.44
IBRX,Healthcare,Biotechnology,NMS,2.43
HBI,Consumer Cyclical,Apparel Manufacturing,NYQ,2.43
VTMX,Real Estate,Real Estate - Development,NYQ,2.43
MH,Consumer Defensive,Education & Training Services,NYQ,2.43
OCUL,Healthcare,Biotechnology,NGM,2.43
GOF,Financial Services,Asset Management,NYQ,2.43
NZF,Financial Services,Asset Management,NYQ,2.42
SPHR,Communication Services,Entertainment,NYQ,2.42
DBRG,Financial Services,Asset Management,NYQ,2.42
RUM,Communication Services,Internet Content & Information,NGM,2.42
DXC,Technology,Information Technology Services,NYQ,2.42
DKL,Energy,Oil & Gas Refining & Marketing,NYQ,2.42
ARQT,Healthcare,Biotechnology,NMS,2.41
GDV,Financial Services,Asset Management,NYQ,2.41
POWI,Technology,Semiconductors,NMS,2.41
SPNS,Technology,Software - Application,NMS,2.41
PRDO,Consumer Defensive,Education & Training Services,NMS,2.4
CUBI,Financial Services,Banks - Regional,NYQ,2.4
SA,Basic Materials,Gold,NYQ,2.4
SRPT,Healthcare,Biotechnology,NMS,2.39
SM,Energy,Oil & Gas E&P,NYQ,2.39
CHEF,Consumer Defensive,Food Distribution,NMS,2.39
WBTN,Communication Services,Internet Content & Information,NMS,2.38
INSW,Energy,Oil & Gas Midstream,NYQ,2.38
OGN,Healthcare,Drug Manufacturers - General,NYQ,2.38
ATEC,Healthcare,Medical Devices,NMS,2.38
ESRT,Real Estate,REIT - Diversified,NYQ,2.37
CSTM,Basic Materials,Aluminum,NYQ,2.36
CDTX,Healthcare,Biotechnology,NCM,2.36
PCT,Industrials,Pollution & Treatment Controls,NCM,2.36
SEDG,Technology,Solar,NMS,2.36
EXK,Basic Materials,Silver,NYQ,2.35
PAX,Financial Services,Asset Management,NMS,2.35
OII,Energy,Oil & Gas Equipment & Services,NYQ,2.35
UTF,Financial Services,Asset Management,NYQ,2.35
BUR,Financial Services,Asset Management,NYQ,2.34
APPN,Technology,Software - Infrastructure,NGM,2.34
TRMK,Financial Services,Banks - Regional,NMS,2.34
WAFD,Financial Services,Banks - Regional,NMS,2.33
CLM,Financial Services,Asset Management,NYQ,2.33
KWR,Basic Materials,Specialty Chemicals,NYQ,2.33
DNLI,Healthcare,Biotechnology,NMS,2.33
PINC,Healthcare,Health Information Services,NMS,2.33
GEMI,Financial Services,Capital Markets,NMS,2.32
ASH,Basic Materials,Specialty Chemicals,NYQ,2.31
FFBC,Financial Services,Banks - Regional,NMS,2.31
BHC,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ,2.3
ATKR,Industrials,Electrical Equipment & Parts,NYQ,2.3
UNFI,Consumer Defensive,Food Distribution,NYQ,2.3
INSP,Healthcare,Medical Devices,NYQ,2.29
TRN,Industrials,Railroads,NYQ,2.29
CCU,Consumer Defensive,Beverages - Brewers,NYQ,2.29
VSH,Technology,Semiconductors,NYQ,2.28
ALG,Industrials,Farm & Heavy Construction Machinery,NYQ,2.28
AMBP,Consumer Cyclical,Packaging & Containers,NYQ,2.27
IE,Basic Materials,Copper,ASE,2.27
IHS,Real Estate,Real Estate Services,NYQ,2.27
CGAU,Basic Materials,Gold,NYQ,2.27
DK,Energy,Oil & Gas Refining & Marketing,NYQ,2.25
COCO,Consumer Defensive,Beverages - Non-Alcoholic,NMS,2.25
EPAC,Industrials,Specialty Industrial Machinery,NYQ,2.25
AMRC,Industrials,Engineering & Construction,NYQ,2.24
ADUS,Healthcare,Medical Care Facilities,NMS,2.24
IVT,Real Estate,REIT - Retail,NYQ,2.24
NNE,Industrials,Specialty Industrial Machinery,NCM,2.23
MRX,Financial Services,Capital Markets,NMS,2.23
LCII,Consumer Cyclical,Recreational Vehicles,NYQ,2.23
SID,Basic Materials,Steel,NYQ,2.22
PGY,Technology,Software - Infrastructure,NCM,2.22
DRD,Basic Materials,Gold,NYQ,2.21
PK,Real Estate,REIT - Hotel & Motel,NYQ,2.21
HI,Industrials,Specialty Industrial Machinery,NYQ,2.21
ETNB,Healthcare,Biotechnology,NGM,2.2
SAH,Consumer Cyclical,Auto & Truck Dealerships,NYQ,2.2
PAYO,Technology,Software - Infrastructure,NGM,2.19
GCMG,Financial Services,Asset Management,NGM,2.19
OGCP,Real Estate,REIT - Office,PCX,2.19
ESBA,Real Estate,REIT - Office,PCX,2.19
FISK,Real Estate,REIT - Office,PCX,2.19
ARDT,Healthcare,Medical Care Facilities,NYQ,2.18
OSW,Consumer Cyclical,Leisure,NCM,2.18
HUBG,Industrials,Integrated Freight & Logistics,NMS,2.18
BANR,Financial Services,Banks - Regional,NMS,2.17
MSGE,Consumer Cyclical,Leisure,NYQ,2.17
ACHC,Healthcare,Medical Care Facilities,NMS,2.16
MESO,Healthcare,Biotechnology,NMS,2.16
ERO,Basic Materials,Copper,NYQ,2.16
BBAR,Financial Services,Banks - Regional,NYQ,2.16
DFH,Consumer Cyclical,Residential Construction,NYQ,2.16
DBD,Technology,Software - Application,NYQ,2.15
EVCM,Technology,Software - Infrastructure,NMS,2.14
AMR,Basic Materials,Coking Coal,NYQ,2.14
SPNT,Financial Services,Insurance - Reinsurance,NYQ,2.14
NBTB,Financial Services,Banks - Regional,NMS,2.14
LC,Financial Services,Banks - Regional,NYQ,2.13
KLIC,Technology,Semiconductor Equipment & Materials,NMS,2.13
FRME,Financial Services,Banks - Regional,NMS,2.13
PHIN,Consumer Cyclical,Auto Parts,NYQ,2.13
CRGY,Energy,Oil & Gas E&P,NYQ,2.13
SII,Financial Services,Asset Management,NYQ,2.12
AAOI,Technology,Communication Equipment,NGM,2.12
UPWK,Communication Services,Internet Content & Information,NMS,2.12
GLPG,Healthcare,Biotechnology,NMS,2.12
TSLX,Financial Services,Asset Management,NYQ,2.12
CSAN,Energy,Oil & Gas Refining & Marketing,NYQ,2.12
MQ,Technology,Software - Infrastructure,NMS,2.12
WWW,Consumer Cyclical,Footwear & Accessories,NYQ,2.12
COGT,Healthcare,Biotechnology,NMS,2.11
CCOI,Communication Services,Telecom Services,NMS,2.11
CMPO,Industrials,Metal Fabrication,NYQ,2.11
SVV,Consumer Cyclical,Specialty Retail,NYQ,2.1
CC,Basic Materials,Specialty Chemicals,NYQ,2.1
BKD,Healthcare,Medical Care Facilities,NYQ,2.1
ANIP,Healthcare,Drug Manufacturers - Specialty & Generic,NGM,2.1
SONO,Technology,Consumer Electronics,NMS,2.1
TRMD,Energy,Oil & Gas Midstream,NMS,2.1
SMA,Real Estate,REIT - Industrial,NYQ,2.1
IQ,Communication Services,Entertainment,NMS,2.1
NOG,Energy,Oil & Gas E&P,NYQ,2.1
NWL,Consumer Defensive,Household & Personal Products,NMS,2.09
AAUC,Basic Materials,Gold,NYQ,2.09
BUSE,Financial Services,Banks - Regional,NMS,2.09
STC,Financial Services,Insurance - Property & Casualty,NYQ,2.09
YELP,Communication Services,Internet Content & Information,NYQ,2.08
METC,Basic Materials,Coking Coal,NMS,2.08
HTH,Financial Services,Financial Conglomerates,NYQ,2.08
NGVT,Basic Materials,Specialty Chemicals,NYQ,2.08
OUST,Technology,Electronic Components,NMS,2.07
QDEL,Healthcare,Medical Devices,NMS,2.07
BBT,Financial Services,Banks - Regional,NYQ,2.07
HNI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYQ,2.07
GT,Consumer Cyclical,Auto Parts,NMS,2.07
VRDN,Healthcare,Biotechnology,NCM,2.06
TWST,Healthcare,Diagnostics & Research,NMS,2.06
HE,Utilities,Utilities - Regulated Electric,NYQ,2.05
MNR,Energy,Oil & Gas E&P,NYQ,2.05
AORT,Healthcare,Medical Devices,NYQ,2.05
EFSC,Financial Services,Banks - Regional,NMS,2.05
ASGN,Technology,Information Technology Services,NYQ,2.04
KN,Technology,Electronic Components,NYQ,2.04
UAA,Consumer Cyclical,Apparel Manufacturing,NYQ,2.03
PBI,Industrials,Integrated Freight & Logistics,NYQ,2.03
ARLO,Industrials,Building Products & Equipment,NYQ,2.03
TNK,Energy,Oil & Gas Midstream,NYQ,2.03
FBNC,Financial Services,Banks - Regional,NMS,2.03
PARR,Energy,Oil & Gas Refining & Marketing,NYQ,2.03
CERT,Healthcare,Health Information Services,NMS,2.03
UA,Consumer Cyclical,Apparel Manufacturing,NYQ,2.03
LFST,Healthcare,Medical Care Facilities,NMS,2.02
LMAT,Healthcare,Medical Instruments & Supplies,NGM,2.02
EYE,Consumer Cyclical,Specialty Retail,NMS,2.02
ARMN,Basic Materials,Gold,ASE,2.02
TDC,Technology,Software - Infrastructure,NYQ,2.02
SMPL,Consumer Defensive,Packaged Foods,NCM,2.02
STRA,Consumer Defensive,Education & Training Services,NMS,2.01
ROCK,Industrials,Building Products & Equipment,NMS,2.01
SKE,Basic Materials,Other Industrial Metals & Mining,NYQ,2.01
DHT,Energy,Oil & Gas Midstream,NYQ,2.01
CXW,Industrials,Security & Protection Services,NYQ,2.01
SYBT,Financial Services,Banks - Regional,NMS,2
SBLK,Industrials,Marine Shipping,NMS,2
EVTC,Technology,Software - Infrastructure,NYQ,1.99
SDRL,Energy,Oil & Gas Drilling,NYQ,1.98
WLYB,Communication Services,Publishing,NYQ,1.98
PLUS,Technology,Software - Application,NMS,1.98
DV,Technology,Software - Application,NYQ,1.98
WLY,Communication Services,Publishing,NYQ,1.98
PRGS,Technology,Software - Infrastructure,NMS,1.97
VOYG,Industrials,Aerospace & Defense,NYQ,1.97
SLDE,Financial Services,Insurance - Property & Casualty,NMS,1.97
AVAH,Healthcare,Medical Care Facilities,NMS,1.97
KYN,Financial Services,Asset Management,NYQ,1.96
CLOV,Healthcare,Healthcare Plans,NMS,1.96
NWN,Utilities,Utilities - Regulated Gas,NYQ,1.96
PACS,Healthcare,Medical Care Facilities,NYQ,1.96
ADNT,Consumer Cyclical,Auto Parts,NYQ,1.96
DX,Real Estate,REIT - Mortgage,NYQ,1.95
RVT,Financial Services,Asset Management,NYQ,1.95
PRCT,Healthcare,Medical Devices,NGM,1.95
HPP,Real Estate,REIT - Office,NYQ,1.94
CSGS,Technology,Software - Infrastructure,NMS,1.94
OI,Consumer Cyclical,Packaging & Containers,NYQ,1.94
HLMN,Industrials,Tools & Accessories,NGM,1.93
TRIP,Consumer Cyclical,Travel Services,NMS,1.93
GEL,Energy,Oil & Gas Midstream,NYQ,1.93
VVX,Industrials,Aerospace & Defense,NYQ,1.93
SCS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYQ,1.93
LQDA,Healthcare,Biotechnology,NCM,1.93
NTCT,Technology,Software - Infrastructure,NMS,1.93
FIHL,Financial Services,Insurance - Diversified,NYQ,1.92
BWLP,Industrials,Marine Shipping,NYQ,1.92
PSIX,Industrials,Specialty Industrial Machinery,NCM,1.92
DXPE,Industrials,Industrial Distribution,NMS,1.92
IRDM,Communication Services,Telecom Services,NMS,1.9
CXM,Technology,Software - Application,NYQ,1.9
NHC,Healthcare,Medical Care Facilities,ASE,1.9
IOSP,Basic Materials,Specialty Chemicals,NMS,1.9
USA,Financial Services,Asset Management,NYQ,1.89
EVT,Financial Services,Asset Management,NYQ,1.88
UTI,Consumer Defensive,Education & Training Services,NYQ,1.88
TRUP,Financial Services,Insurance - Property & Casualty,NGM,1.88
ENOV,Healthcare,Medical Devices,NYQ,1.88
