symbol,sector,industry,exchange,market_cap_B
NMCO,Financial Services,Asset Management,NYQ,0.59
ACIC,Financial Services,Insurance - Property & Casualty,NCM,0.58
FUFU,Financial Services,Capital Markets,NCM,0.58
DSP,Technology,Software - Application,NMS,0.58
GDEN,Consumer Cyclical,Resorts & Casinos,NGM,0.58
BIT,Financial Services,Asset Management,NYQ,0.58
HOND,Financial Services,Shell Companies,NGM,0.58
NPB,Financial Services,Banks - Regional,NYQ,0.58
CCD,Financial Services,Asset Management,NGM,0.58
ADSE,Industrials,Electrical Equipment & Parts,NCM,0.58
XNET,Technology,Software - Infrastructure,NMS,0.58
SNDL,Consumer Defensive,Beverages - Wineries & Distilleries,NCM,0.58
TE,Industrials,Electrical Equipment & Parts,NYQ,0.58
FISI,Financial Services,Banks - Regional,NMS,0.58
PRAA,Financial Services,Credit Services,NMS,0.58
PEO,Financial Services,Asset Management,NYQ,0.58
OPT,Healthcare,Biotechnology,NMS,0.58
DJCO,Technology,Software - Application,NCM,0.57
HONE,Financial Services,Banks - Regional,NMS,0.57
KOP,Basic Materials,Specialty Chemicals,NYQ,0.57
KREF,Real Estate,REIT - Mortgage,NYQ,0.57
MMU,Financial Services,Asset Management,NYQ,0.57
AMBQ,Technology,Semiconductors,NYQ,0.57
BXC,Industrials,Industrial Distribution,NYQ,0.57
LEGH,Consumer Cyclical,Residential Construction,NMS,0.57
CYH,Healthcare,Medical Care Facilities,NYQ,0.57
KRO,Basic Materials,Specialty Chemicals,NYQ,0.57
HZO,Consumer Cyclical,Specialty Retail,NYQ,0.57
DSU,Financial Services,Asset Management,NYQ,0.57
GOSS,Healthcare,Biotechnology,NMS,0.57
ABL,Financial Services,Insurance - Life,NCM,0.56
RMT,Financial Services,Asset Management,NYQ,0.56
ALTI,Financial Services,Asset Management,NCM,0.56
DOMO,Technology,Software - Application,NGM,0.56
NRGV,Utilities,Utilities - Renewable,NYQ,0.56
CWCO,Utilities,Utilities - Regulated Water,NMS,0.56
BCAL,Financial Services,Banks - Regional,NCM,0.56
EU,Energy,Uranium,NCM,0.56
BFLY,Healthcare,Medical Devices,NYQ,0.56
KALV,Healthcare,Biotechnology,NGM,0.56
HYMC,Basic Materials,Gold,NCM,0.56
GBFH,Financial Services,Banks - Regional,NCM,0.56
AVK,Financial Services,Asset Management,NYQ,0.56
POM,Healthcare,Pharmaceutical Retailers,NGM,0.55
GCI,Communication Services,Publishing,NYQ,0.55
THRY,Communication Services,Internet Content & Information,NCM,0.55
AVNS,Healthcare,Medical Devices,NYQ,0.55
VGM,Financial Services,Asset Management,NYQ,0.55
NUS,Consumer Defensive,Household & Personal Products,NYQ,0.55
CNCK,Financial Services,Capital Markets,NGM,0.55
ALRS,Financial Services,Banks - Regional,NCM,0.55
HKD,Technology,Software - Application,NYQ,0.55
BCYC,Healthcare,Biotechnology,NMS,0.55
OLMA,Healthcare,Biotechnology,NMS,0.55
CRVS,Healthcare,Biotechnology,NGM,0.55
JFIN,Communication Services,Internet Content & Information,NGM,0.54
MNRO,Consumer Cyclical,Auto Parts,NMS,0.54
RIGL,Healthcare,Biotechnology,NMS,0.54
ASIX,Basic Materials,Chemicals,NYQ,0.54
CTKB,Healthcare,Medical Devices,NMS,0.54
NEXN,Communication Services,Advertising Agencies,NGM,0.54
CYRX,Industrials,Integrated Freight & Logistics,NCM,0.54
GUT,Financial Services,Asset Management,NYQ,0.54
GTN,Communication Services,Broadcasting,NYQ,0.54
BLW,Financial Services,Asset Management,NYQ,0.54
CTMX,Healthcare,Biotechnology,NMS,0.54
TATT,Industrials,Aerospace & Defense,NGM,0.54
VKQ,Financial Services,Asset Management,NYQ,0.54
GOOD,Real Estate,REIT - Diversified,NMS,0.54
NKLR,Utilities,Utilities - Regulated Electric,NGM,0.54
KODK,Industrials,Specialty Business Services,NYQ,0.54
UROY,Energy,Uranium,NCM,0.54
DIAX,Financial Services,Asset Management,NYQ,0.54
LAB,Healthcare,Medical Devices,NMS,0.54
ORGO,Healthcare,Drug Manufacturers - Specialty & Generic,NCM,0.54
WIW,Financial Services,Asset Management,NYQ,0.54
TLS,Technology,Software - Infrastructure,NGM,0.54
CTO,Real Estate,REIT - Diversified,NYQ,0.54
BGIN,Technology,Computer Hardware,NGM,0.53
IQI,Financial Services,Asset Management,NYQ,0.53
CCSI,Technology,Software - Infrastructure,NMS,0.53
CCAP,Financial Services,Asset Management,NGM,0.53
XYF,Financial Services,Credit Services,NYQ,0.53
TSSI,Technology,Information Technology Services,NCM,0.53
BGB,Financial Services,Asset Management,NYQ,0.53
PKST,Real Estate,REIT - Office,NYQ,0.53
SHBI,Financial Services,Banks - Regional,NMS,0.53
EGBN,Financial Services,Banks - Regional,NCM,0.53
WEAV,Healthcare,Health Information Services,NYQ,0.53
PRTA,Healthcare,Biotechnology,NMS,0.53
TCBX,Financial Services,Banks - Regional,NYQ,0.53
WASH,Financial Services,Banks - Regional,NMS,0.53
PML,Financial Services,Asset Management,NYQ,0.53
FTHY,Financial Services,Asset Management,NYQ,0.53
SCVL,Consumer Cyclical,Apparel Retail,NMS,0.53
GAIN,Financial Services,Asset Management,NMS,0.53
NWPX,Basic Materials,Steel,NMS,0.53
FDMT,Healthcare,Biotechnology,NMS,0.53
EBS,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ,0.52
HCKT,Technology,Information Technology Services,NMS,0.52
BHB,Financial Services,Banks - Regional,ASE,0.52
BGY,Financial Services,Asset Management,NYQ,0.52
IDR,Basic Materials,Gold,ASE,0.52
MGPI,Consumer Defensive,Beverages - Wineries & Distilleries,NMS,0.52
VCV,Financial Services,Asset Management,NYQ,0.52
GUG,Financial Services,Asset Management,NYQ,0.52
NXJ,Financial Services,Asset Management,NYQ,0.52
LXRX,Healthcare,Biotechnology,NCM,0.52
KFRC,Industrials,Staffing & Employment Services,NYQ,0.52
GHY,Financial Services,Asset Management,NYQ,0.52
YRD,Financial Services,Credit Services,NYQ,0.51
THW,Financial Services,Asset Management,NYQ,0.51
OMER,Healthcare,Biotechnology,NGM,0.51
UHT,Real Estate,REIT - Healthcare Facilities,NYQ,0.51
BZAI,Technology,Software - Application,NGM,0.51
CLCO,Energy,Oil & Gas Midstream,NYQ,0.51
RC,Real Estate,REIT - Mortgage,NYQ,0.51
BACQ,Financial Services,Shell Companies,NGM,0.51
ARKO,Consumer Cyclical,Specialty Retail,NCM,0.51
EIM,Financial Services,Asset Management,ASE,0.51
VVR,Financial Services,Asset Management,NYQ,0.51
TWI,Industrials,Farm & Heavy Construction Machinery,NYQ,0.51
DAVA,Technology,Software - Infrastructure,NYQ,0.51
IBEX,Technology,Information Technology Services,NGM,0.51
FMNB,Financial Services,Banks - Regional,NCM,0.51
ANGO,Healthcare,Medical Instruments & Supplies,NMS,0.51
CASS,Industrials,Specialty Business Services,NMS,0.51
CVLG,Industrials,Trucking,NYQ,0.5
NRIM,Financial Services,Banks - Regional,NMS,0.5
CLFD,Technology,Communication Equipment,NGM,0.5
FULC,Healthcare,Biotechnology,NGM,0.5
HPS,Financial Services,Asset Management,NYQ,0.5
BAND,Technology,Software - Infrastructure,NMS,0.5
CRNC,Technology,Software - Application,NMS,0.5
BLE,Financial Services,Asset Management,NYQ,0.5
SNDA,Healthcare,Medical Care Facilities,NYQ,0.5
KRT,Consumer Cyclical,Packaging & Containers,NMS,0.5
CMTG,Real Estate,REIT - Mortgage,NYQ,0.5
ITIC,Financial Services,Insurance - Specialty,NMS,0.5
LZMH,Technology,Information Technology Services,NCM,0.5
OCGN,Healthcare,Biotechnology,NCM,0.5
VERI,Technology,Software - Infrastructure,NGM,0.5
VREX,Healthcare,Medical Devices,NMS,0.5
ETON,Healthcare,Drug Manufacturers - Specialty & Generic,NGM,0.5
BWMX,Consumer Cyclical,Specialty Retail,NYQ,0.5
ASC,Industrials,Marine Shipping,NYQ,0.5
ISOU,Energy,Uranium,ASE,0.5
FTK,Energy,Oil & Gas Equipment & Services,NYQ,0.5
MNPR,Healthcare,Biotechnology,NCM,0.5
RYAM,Basic Materials,Chemicals,NYQ,0.49
ADV,Communication Services,Advertising Agencies,NMS,0.49
VSTM,Healthcare,Biotechnology,NCM,0.49
IMAB,Healthcare,Biotechnology,NGM,0.49
TCPC,Financial Services,Asset Management,NMS,0.49
ITRG,Basic Materials,Other Precious Metals & Mining,ASE,0.49
IVR,Real Estate,REIT - Mortgage,NYQ,0.49
RSVR,Communication Services,Entertainment,NGM,0.49
NFE,Energy,Oil & Gas Midstream,NMS,0.49
NBB,Financial Services,Asset Management,NYQ,0.49
BME,Financial Services,Asset Management,NYQ,0.49
DPG,Financial Services,Asset Management,NYQ,0.49
HQL,Financial Services,Asset Management,NYQ,0.49
ZKH,Consumer Cyclical,Internet Retail,NYQ,0.49
WEST,Consumer Defensive,Packaged Foods,NGM,0.49
CBNK,Financial Services,Banks - Regional,NMS,0.49
CION,Financial Services,Asset Management,NYQ,0.49
LE,Consumer Cyclical,Apparel Retail,NCM,0.49
ISD,Financial Services,Asset Management,NYQ,0.48
EMX,Basic Materials,Other Industrial Metals & Mining,ASE,0.48
BYRN,Industrials,Aerospace & Defense,NCM,0.48
VPG,Technology,Scientific & Technical Instruments,NYQ,0.48
CHW,Financial Services,Asset Management,NGM,0.48
BWB,Financial Services,Banks - Regional,NCM,0.48
AIRO,Industrials,Aerospace & Defense,NGM,0.48
PFIS,Financial Services,Banks - Regional,NMS,0.48
UNTY,Financial Services,Banks - Regional,NGM,0.48
PGC,Financial Services,Banks - Regional,NMS,0.48
FRPH,Real Estate,Real Estate Services,NMS,0.48
ANSC,Financial Services,Shell Companies,NGM,0.48
NPFD,Financial Services,Asset Management,NYQ,0.48
KIO,Financial Services,Asset Management,NYQ,0.48
NFGC,Basic Materials,Gold,ASE,0.48
PSTL,Real Estate,REIT - Office,NYQ,0.48
IVVD,Healthcare,Biotechnology,NGM,0.48
MYD,Financial Services,Asset Management,NYQ,0.48
HELE,Consumer Defensive,Household & Personal Products,NMS,0.47
ULH,Industrials,Trucking,NMS,0.47
OTLY,Consumer Defensive,Packaged Foods,NMS,0.47
CBLL,Healthcare,Medical Devices,NMS,0.47
SITC,Real Estate,REIT - Retail,NYQ,0.47
EVTL,Industrials,Aerospace & Defense,NYQ,0.47
ASTL,Basic Materials,Steel,NGM,0.47
OPAL,Utilities,Utilities - Regulated Gas,NCM,0.47
DC,Basic Materials,Gold,ASE,0.47
AII,Financial Services,Insurance - Property & Casualty,NYQ,0.47
TBN,Energy,Oil & Gas E&P,NYQ,0.47
ALLT,Technology,Software - Infrastructure,NMS,0.47
IGD,Financial Services,Asset Management,NYQ,0.47
EQV,Financial Services,Shell Companies,NYQ,0.47
ACNB,Financial Services,Banks - Regional,NCM,0.47
MLR,Consumer Cyclical,Auto Parts,NYQ,0.47
ALMS,Healthcare,Biotechnology,NMS,0.47
BKKT,Technology,Software - Infrastructure,NYQ,0.46
QSI,Healthcare,Medical Devices,NGM,0.46
AUNA,Healthcare,Medical Care Facilities,NYQ,0.46
BVS,Healthcare,Medical Devices,NMS,0.46
RMAX,Real Estate,Real Estate Services,NYQ,0.46
MSB,Basic Materials,Steel,NYQ,0.46
CGEM,Healthcare,Biotechnology,NMS,0.46
FPI,Real Estate,REIT - Specialty,NYQ,0.46
KROS,Healthcare,Biotechnology,NGM,0.46
JBIO,Healthcare,Biotechnology,NCM,0.46
RPAY,Technology,Software - Infrastructure,NCM,0.46
IHRT,Communication Services,Broadcasting,NMS,0.46
PACK,Consumer Cyclical,Packaging & Containers,NYQ,0.46
NML,Financial Services,Asset Management,ASE,0.46
FFWM,Financial Services,Banks - Regional,NYQ,0.46
CGC,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,0.46
AAM,Financial Services,Shell Companies,NYQ,0.46
ADUR,Industrials,Pollution & Treatment Controls,NCM,0.46
ADCT,Healthcare,Biotechnology,NYQ,0.46
YORW,Utilities,Utilities - Regulated Water,NMS,0.46
HPI,Financial Services,Asset Management,NYQ,0.46
TALK,Healthcare,Health Information Services,NCM,0.46
COFS,Financial Services,Banks - Regional,NCM,0.46
SB,Industrials,Marine Shipping,NYQ,0.46
JOUT,Consumer Cyclical,Leisure,NMS,0.46
ETO,Financial Services,Asset Management,NYQ,0.46
NQP,Financial Services,Asset Management,NYQ,0.45
AROW,Financial Services,Banks - Regional,NMS,0.45
CMCO,Industrials,Farm & Heavy Construction Machinery,NMS,0.45
BRCB,Consumer Cyclical,Restaurants,NGM,0.45
ASMB,Healthcare,Biotechnology,NMS,0.45
NFBK,Financial Services,Banks - Regional,NMS,0.45
OLP,Real Estate,REIT - Diversified,NYQ,0.45
ELVR,Basic Materials,Other Industrial Metals & Mining,NCM,0.45
NMG,Basic Materials,Other Industrial Metals & Mining,NYQ,0.45
XRX,Technology,Information Technology Services,NMS,0.45
FFIC,Financial Services,Banks - Regional,NMS,0.45
SWBI,Industrials,Aerospace & Defense,NMS,0.45
RRBI,Financial Services,Banks - Regional,NMS,0.45
SOHU,Communication Services,Electronic Gaming & Multimedia,NMS,0.45
NLOP,Real Estate,REIT - Office,NYQ,0.44
NOA,Energy,Oil & Gas Equipment & Services,NYQ,0.44
DFP,Financial Services,Asset Management,NYQ,0.44
SLDB,Healthcare,Biotechnology,NMS,0.44
DRUG,Healthcare,Biotechnology,NCM,0.44
DDI,Communication Services,Electronic Gaming & Multimedia,NMS,0.44
MAMA,Consumer Defensive,Packaged Foods,NCM,0.44
EVN,Financial Services,Asset Management,NYQ,0.44
WOW,Communication Services,Telecom Services,NYQ,0.44
MLAB,Technology,Scientific & Technical Instruments,NMS,0.44
GDEV,Communication Services,Electronic Gaming & Multimedia,NGM,0.44
HBCP,Financial Services,Banks - Regional,NMS,0.44
LAW,Technology,Software - Application,NYQ,0.44
NATH,Consumer Cyclical,Restaurants,NMS,0.44
BOC,Industrials,Conglomerates,NYQ,0.44
BFK,Financial Services,Asset Management,NYQ,0.44
IMXI,Technology,Software - Infrastructure,NCM,0.44
TOI,Healthcare,Medical Care Facilities,NCM,0.44
MITK,Technology,Software - Application,NCM,0.44
FRA,Financial Services,Asset Management,NYQ,0.44
PERI,Communication Services,Internet Content & Information,NMS,0.44
EOLS,Healthcare,Drug Manufacturers - Specialty & Generic,NGM,0.44
FINS,Financial Services,Asset Management,NYQ,0.44
EAF,Industrials,Electrical Equipment & Parts,NYQ,0.44
GLAD,Financial Services,Asset Management,NMS,0.44
ETB,Financial Services,Asset Management,NYQ,0.44
WRN,Basic Materials,Other Industrial Metals & Mining,ASE,0.43
TTGT,Technology,Information Technology Services,NMS,0.43
CDZI,Utilities,Utilities - Regulated Water,NGM,0.43
FFA,Financial Services,Asset Management,NYQ,0.43
CAL,Consumer Cyclical,Apparel Retail,NYQ,0.43
NMRA,Healthcare,Biotechnology,NMS,0.43
LZM,Basic Materials,Other Industrial Metals & Mining,NYQ,0.43
EHAB,Healthcare,Medical Care Facilities,NYQ,0.43
UMAC,Technology,Computer Hardware,ASE,0.43
NGNE,Healthcare,Biotechnology,NGM,0.43
CIVB,Financial Services,Banks - Regional,NCM,0.43
TMCI,Healthcare,Medical Devices,NMS,0.43
SRTA,Industrials,Airports & Air Services,NCM,0.43
NMAI,Financial Services,Asset Management,NYQ,0.43
DIN,Consumer Cyclical,Restaurants,NYQ,0.43
KRNY,Financial Services,Banks - Regional,NMS,0.43
KIDS,Healthcare,Medical Devices,NGM,0.43
PRTC,Healthcare,Biotechnology,NGM,0.43
SD,Energy,Oil & Gas E&P,NYQ,0.43
OMI,Healthcare,Medical Distribution,NYQ,0.43
XOMA,Healthcare,Biotechnology,NGM,0.43
EBF,Industrials,Business Equipment & Supplies,NYQ,0.43
BNTC,Healthcare,Biotechnology,NCM,0.43
TRC,Industrials,Conglomerates,NYQ,0.43
FBIZ,Financial Services,Banks - Regional,NMS,0.42
MUA,Financial Services,Asset Management,NYQ,0.42
BCAR,Financial Services,Shell Companies,NGM,0.42
RCKT,Healthcare,Biotechnology,NGM,0.42
ENGN,Healthcare,Biotechnology,NCM,0.42
MOV,Consumer Cyclical,Luxury Goods,NYQ,0.42
DBVT,Healthcare,Biotechnology,NCM,0.42
CCRN,Healthcare,Medical Care Facilities,NMS,0.42
GBAB,Financial Services,Asset Management,NYQ,0.42
KFS,Consumer Cyclical,Auto & Truck Dealerships,NYQ,0.42
RMNI,Technology,Software - Application,NGM,0.42
MCS,Communication Services,Entertainment,NYQ,0.42
VHI,Basic Materials,Chemicals,NYQ,0.42
PNNT,Financial Services,Asset Management,NYQ,0.42
HDSN,Basic Materials,Specialty Chemicals,NCM,0.42
GLRE,Financial Services,Insurance - Reinsurance,NMS,0.42
RXT,Technology,Software - Infrastructure,NMS,0.42
CVGW,Consumer Defensive,Food Distribution,NMS,0.42
MCI,Financial Services,Asset Management,NYQ,0.42
DDL,Consumer Defensive,Grocery Stores,NYQ,0.41
SDHY,Financial Services,Asset Management,NYQ,0.41
AUTL,Healthcare,Biotechnology,NMS,0.41
NEWP,Basic Materials,Other Precious Metals & Mining,ASE,0.41
GBLI,Financial Services,Insurance - Property & Casualty,NYQ,0.41
BSVN,Financial Services,Banks - Regional,NMS,0.41
INVZ,Consumer Cyclical,Auto Parts,NCM,0.41
CHCT,Real Estate,REIT - Healthcare Facilities,NYQ,0.41
OBE,Energy,Oil & Gas E&P,ASE,0.41
CARE,Financial Services,Banks - Regional,NMS,0.41
CNDT,Technology,Information Technology Services,NMS,0.41
PTLO,Consumer Cyclical,Restaurants,NMS,0.41
VTYX,Healthcare,Biotechnology,NMS,0.41
GNE,Utilities,Utilities - Regulated Electric,NYQ,0.41
EAD,Financial Services,Asset Management,ASE,0.41
GRVY,Communication Services,Electronic Gaming & Multimedia,NGM,0.41
EGY,Energy,Oil & Gas E&P,NYQ,0.41
JELD,Industrials,Building Products & Equipment,NYQ,0.41
USBC,Technology,Scientific & Technical Instruments,ASE,0.41
CWBC,Financial Services,Banks - Regional,NCM,0.41
AMRN,Healthcare,Drug Manufacturers - General,NCM,0.41
MTW,Industrials,Farm & Heavy Construction Machinery,NYQ,0.41
SGU,Energy,Oil & Gas Refining & Marketing,NYQ,0.41
AACI,Financial Services,Shell Companies,NGM,0.41
TACO,Financial Services,Shell Companies,NGM,0.4
MVF,Financial Services,Asset Management,NYQ,0.4
AGL,Healthcare,Medical Care Facilities,NYQ,0.4
ILPT,Real Estate,REIT - Industrial,NMS,0.4
SVC,Real Estate,REIT - Hotel & Motel,NMS,0.4
NVX,Industrials,Electrical Equipment & Parts,NGM,0.4
BRBS,Financial Services,Banks - Regional,ASE,0.4
KFII,Financial Services,Shell Companies,NGM,0.4
LWAY,Consumer Defensive,Packaged Foods,NGM,0.4
OIS,Energy,Oil & Gas Equipment & Services,NYQ,0.4
OPRX,Healthcare,Health Information Services,NCM,0.4
THH,Industrials,Specialty Business Services,NCM,0.4
DDD,Technology,Computer Hardware,NYQ,0.4
HNST,Consumer Defensive,Household & Personal Products,NMS,0.4
MTRX,Industrials,Engineering & Construction,NMS,0.4
LEO,Financial Services,Asset Management,NYQ,0.4
RM,Financial Services,Credit Services,NYQ,0.4
PSBD,Financial Services,Asset Management,NYQ,0.4
PUBM,Technology,Software - Application,NGM,0.4
KMDA,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,0.4
DFDV,Technology,Software - Infrastructure,NCM,0.4
VSTA,Consumer Defensive,Education & Training Services,NMS,0.4
CMRC,Technology,Software - Application,NGM,0.4
ZIP,Communication Services,Internet Content & Information,NYQ,0.4
NCMI,Communication Services,Advertising Agencies,NMS,0.4
HYLN,Consumer Cyclical,Auto Parts,ASE,0.4
FRBA,Financial Services,Banks - Regional,NGM,0.39
LCTX,Healthcare,Biotechnology,ASE,0.39
QSG,Consumer Defensive,Education & Training Services,NGM,0.39
PKE,Industrials,Aerospace & Defense,NYQ,0.39
ZUMZ,Consumer Cyclical,Apparel Retail,NMS,0.39
MYN,Financial Services,Asset Management,NYQ,0.39
PCAP,Financial Services,Shell Companies,NGM,0.39
RDAG,Financial Services,Shell Companies,NGM,0.39
ZH,Communication Services,Internet Content & Information,NYQ,0.39
ESEA,Industrials,Marine Shipping,NCM,0.39
EGAN,Technology,Software - Application,NCM,0.39
JRI,Financial Services,Asset Management,NYQ,0.39
TCI,Real Estate,Real Estate Services,NYQ,0.39
PMI,Healthcare,Medical Devices,ASE,0.39
AMBC,Financial Services,Insurance - Specialty,NYQ,0.39
CCIX,Financial Services,Shell Companies,NGM,0.39
GCBC,Financial Services,Banks - Regional,NCM,0.39
VKI,Financial Services,Asset Management,NYQ,0.39
DVS,Basic Materials,Silver,ASE,0.39
FBYD,Industrials,Conglomerates,NGM,0.39
BMRC,Financial Services,Banks - Regional,NCM,0.39
TWFG,Financial Services,Insurance Brokers,NMS,0.39
SRDX,Healthcare,Medical Devices,NMS,0.39
SOR,Financial Services,Asset Management,NYQ,0.38
IMRX,Healthcare,Biotechnology,NGM,0.38
THM,Basic Materials,Gold,ASE,0.38
GPAT,Financial Services,Shell Companies,NGM,0.38
IPI,Basic Materials,Agricultural Inputs,NYQ,0.38
GRRR,Technology,Software - Infrastructure,NCM,0.38
PHOE,Industrials,Engineering & Construction,NCM,0.38
PFL,Financial Services,Asset Management,NYQ,0.38
XFLT,Financial Services,Asset Management,NYQ,0.38
HIX,Financial Services,Asset Management,NYQ,0.38
HSHP,Industrials,Marine Shipping,NYQ,0.38
ALF,Financial Services,Shell Companies,NGM,0.38
MBAV,Financial Services,Shell Companies,NGM,0.38
LPTH,Technology,Electronic Components,NCM,0.38
USNA,Consumer Defensive,Packaged Foods,NYQ,0.38
ASLE,Industrials,Airports & Air Services,NCM,0.38
VBNK,Financial Services,Banks - Regional,NMS,0.38
VFF,Consumer Defensive,Farm Products,NCM,0.37
FET,Energy,Oil & Gas Equipment & Services,NYQ,0.37
ATEX,Communication Services,Telecom Services,NCM,0.37
MCFT,Consumer Cyclical,Recreational Vehicles,NGM,0.37
MSBI,Financial Services,Banks - Regional,NMS,0.37
ACCO,Industrials,Business Equipment & Supplies,NYQ,0.37
FEIM,Technology,Communication Equipment,NGM,0.37
LND,Consumer Defensive,Farm Products,NYQ,0.37
NNDM,Technology,Computer Hardware,NCM,0.37
VALU,Financial Services,Financial Data & Stock Exchanges,NCM,0.37
DHIL,Financial Services,Asset Management,NMS,0.37
CEPT,Financial Services,Shell Companies,NGM,0.37
TITN,Industrials,Industrial Distribution,NMS,0.37
WNC,Industrials,Farm & Heavy Construction Machinery,NYQ,0.37
HIO,Financial Services,Asset Management,NYQ,0.37
SBC,Industrials,Consulting Services,NGM,0.37
CAEP,Financial Services,Shell Companies,NGM,0.37
BSRR,Financial Services,Banks - Regional,NMS,0.37
HLLY,Consumer Cyclical,Auto Parts,NYQ,0.36
DCTH,Healthcare,Medical Devices,NCM,0.36
SAR,Financial Services,Asset Management,NYQ,0.36
CCII,Financial Services,Shell Companies,NGM,0.36
CARL,Healthcare,Health Information Services,NMS,0.36
SPIR,Industrials,Specialty Business Services,NYQ,0.36
HPF,Financial Services,Asset Management,NYQ,0.36
MVIS,Technology,Scientific & Technical Instruments,NGM,0.36
WTBA,Financial Services,Banks - Regional,NMS,0.36
SLP,Healthcare,Health Information Services,NMS,0.36
SMLR,Healthcare,Medical Devices,NCM,0.36
DMAC,Healthcare,Biotechnology,NCM,0.36
TWN,Financial Services,Asset Management,NYQ,0.36
GIG,Financial Services,Shell Companies,NGM,0.36
SLQT,Financial Services,Insurance Brokers,NYQ,0.36
BGS,Consumer Defensive,Packaged Foods,NYQ,0.36
BKT,Financial Services,Asset Management,NYQ,0.36
DRTS,Healthcare,Biotechnology,NCM,0.36
KRRO,Healthcare,Biotechnology,NCM,0.36
LBRX,Healthcare,Biotechnology,NGM,0.36
MTLS,Technology,Software - Application,NMS,0.36
KTF,Financial Services,Asset Management,NYQ,0.36
AURA,Healthcare,Biotechnology,NGM,0.36
DXYZ,Financial Services,Asset Management,NYQ,0.36
NAN,Financial Services,Asset Management,NYQ,0.36
REKR,Technology,Software - Infrastructure,NCM,0.36
FOF,Financial Services,Asset Management,NYQ,0.36
LXFR,Industrials,Specialty Industrial Machinery,NYQ,0.36
AREC,Basic Materials,Coking Coal,NCM,0.36
LSAK,Technology,Software - Infrastructure,NMS,0.36
LRMR,Healthcare,Biotechnology,NGM,0.36
SDHI,Financial Services,Shell Companies,NGM,0.36
RWAY,Financial Services,Asset Management,NMS,0.36
RXST,Healthcare,Medical Devices,NGM,0.35
BRR,Financial Services,Shell Companies,NGM,0.35
GFR,Energy,Oil & Gas E&P,NYQ,0.35
BWFG,Financial Services,Banks - Regional,NGM,0.35
NVEC,Technology,Semiconductors,NCM,0.35
BW,Industrials,Specialty Industrial Machinery,NYQ,0.35
NPCE,Healthcare,Medical Devices,NGM,0.35
ORN,Industrials,Engineering & Construction,NYQ,0.35
ATGL,Technology,Software - Infrastructure,NCM,0.35
ANNX,Healthcare,Biotechnology,NMS,0.35
CLLS,Healthcare,Biotechnology,NGM,0.35
HCMA,Financial Services,Shell Companies,NGM,0.35
IPCX,Financial Services,Shell Companies,NGM,0.35
PPT,Financial Services,Asset Management,NYQ,0.35
IONR,Basic Materials,Other Industrial Metals & Mining,NCM,0.35
BDCI,Financial Services,Shell Companies,NGM,0.35
GPRK,Energy,Oil & Gas E&P,NYQ,0.35
ALT,Healthcare,Biotechnology,NGM,0.35
ASG,Financial Services,Asset Management,NYQ,0.35
NUAI,Technology,Software - Infrastructure,NGM,0.35
TACH,Financial Services,Shell Companies,NGM,0.35
PDYN,Technology,Software - Infrastructure,NGM,0.35
HFRO,Financial Services,Asset Management,NYQ,0.35
DMAA,Financial Services,Shell Companies,NGM,0.35
CZNC,Financial Services,Banks - Regional,NCM,0.35
NCV,Financial Services,Asset Management,NYQ,0.35
SFST,Financial Services,Banks - Regional,NGM,0.35
CBK,Financial Services,Banks - Regional,NCM,0.35
EDD,Financial Services,Asset Management,NYQ,0.35
NGS,Energy,Oil & Gas Equipment & Services,NYQ,0.35
MBI,Financial Services,Insurance - Specialty,NYQ,0.35
NAKA,Healthcare,Medical Care Facilities,NGM,0.35
ANRO,Healthcare,Biotechnology,NYQ,0.34
NIU,Consumer Cyclical,Auto Manufacturers,NGM,0.34
MEC,Industrials,Metal Fabrication,NYQ,0.34
BBCP,Industrials,Engineering & Construction,NCM,0.34
SPMC,,,NYQ,0.34
EVI,Industrials,Industrial Distribution,ASE,0.34
MVBF,Financial Services,Banks - Regional,NCM,0.34
VCIC,Financial Services,Shell Companies,NGM,0.34
ACTG,Industrials,Business Equipment & Supplies,NMS,0.34
TBCH,Technology,Consumer Electronics,NGM,0.34
XPOF,Consumer Cyclical,Leisure,NYQ,0.34
MAGN,Basic Materials,Paper & Paper Products,NYQ,0.34
AIIO,Consumer Cyclical,Auto Manufacturers,NCM,0.34
WTI,Energy,Oil & Gas E&P,NYQ,0.34
TCMD,Healthcare,Medical Devices,NGM,0.34
PBFS,Financial Services,Banks - Regional,NCM,0.34
EIC,Financial Services,Asset Management,NYQ,0.34
AXIN,Financial Services,Shell Companies,NGM,0.34
AMCX,Communication Services,Entertainment,NMS,0.34
FMAO,Financial Services,Banks - Regional,NCM,0.34
AWP,Financial Services,Asset Management,NYQ,0.34
BEAG,Financial Services,Shell Companies,NGM,0.34
SLN,Healthcare,Biotechnology,NGM,0.34
BGR,Financial Services,Asset Management,NYQ,0.34
SOUL,Financial Services,Shell Companies,NYQ,0.34
GPRO,Technology,Consumer Electronics,NMS,0.34
SCM,Financial Services,Asset Management,NYQ,0.34
CLDT,Real Estate,REIT - Hotel & Motel,NYQ,0.34
OYSE,Financial Services,Shell Companies,NGM,0.34
EM,Consumer Cyclical,Personal Services,NCM,0.34
LYEL,Healthcare,Biotechnology,NMS,0.34
